timestamp,price,returns,ma7,ma14,volatility,rsi,date,sentiment,volatility_next_day,high_volatility
2025-04-27,2.1932493737799863,0.0036434534409117703,2.168501350567376,2.1294130114461884,0.0067558693981773455,65.82775526064773,2025-04-27,0.0,0.019596403430507208,0
2025-04-28,2.2566771719971905,0.028919556059368023,2.1944952829294158,2.1393057275846643,0.019596403430507208,74.41737509723428,2025-04-28,0.0,0.012654861595321787,0
2025-04-29,2.2959679622378415,0.01741090428361014,2.2252521806554446,2.1513431321668746,0.012654861595321787,78.09117379876022,2025-04-29,0.0,0.028059568768459303,1
2025-04-30,2.2399407863578777,-0.02440242059186004,2.2279352320358274,2.162255563999477,0.028059568768459303,63.98149071422874,2025-04-30,0.0,0.023157492987424047,1
2025-05-01,2.1934727928877984,-0.02074518833403438,2.2244565454428753,2.1701093461046375,0.023157492987424047,55.09082192497717,2025-05-01,0.0,0.01860729505268821,0
2025-05-02,2.2143085222346612,0.00949896867397726,2.2255577129211184,2.180578268294093,0.01860729505268821,57.914724579633315,2025-05-02,0.0,0.015233700235736256,0
2025-05-03,2.2089170454344824,-0.0024348354107122105,2.228933379275691,2.1910229369647976,0.015233700235736256,56.91738451248385,2025-05-03,0.0,0.00944501185733657,0
2025-05-04,2.188707355411367,-0.009149139423269004,2.2282845195087453,2.198392935038061,0.00944501185733657,53.21784117273919,2025-05-04,0.0,0.00580821510480094,0
2025-05-05,2.1580623583353407,-0.014001413665586493,2.2141966889856244,2.20434598595752,0.00580821510480094,48.11121438776763,2025-05-05,0.0,0.0026603225821309096,0
2025-05-06,2.1371617409153263,-0.00968489966904218,2.1915100859395507,2.2083811332974976,0.0026603225821309096,44.94362295925742,2025-05-06,0.0,0.011946870142467007,0
2025-05-07,2.1553467775958843,0.008508966042396704,2.17942522754498,2.2036802297904035,0.011946870142467007,48.1427540560557,2025-05-07,0.0,0.011322842770383803,0
2025-05-08,2.1289110212370352,-0.012265198637008257,2.170202117309157,2.197329331376016,0.011322842770383803,44.128491858506514,2025-05-08,0.0,0.05361259968258602,1
2025-05-09,2.318857034757937,0.0892221476736641,2.1851376190981964,2.2053476660096574,0.05361259968258602,66.03979581685579,2025-05-09,0.0,0.0532982878711474,1
2025-05-10,2.34260418658349,0.010240886552987494,2.204235782119483,2.216584580697587,0.0532982878711474,67.74300416169538,2025-05-10,0.0,0.03952222226506623,1
2025-05-11,2.465515991652043,0.052468020749083744,2.2437798730110083,2.2360321962598766,0.03952222226506623,74.79041932563104,2025-05-11,0.0,0.04637039335240853,1
2025-05-12,2.3665185406774456,-0.04015283263616687,2.273559327631309,2.2438780083084664,0.04637039335240853,62.875237456559496,2025-05-12,0.0,0.06050818247709794,1
2025-05-13,2.5407166812994824,0.07360945525158247,2.331210033400474,2.2613600596700123,0.06050818247709794,71.48410309173553,2025-05-13,0.0,0.056892704953628984,1
2025-05-14,2.5882656119238727,0.01871477090474749,2.393055581161615,2.2862404043532973,0.056892704953628984,73.30385710440628,2025-05-14,0.0,0.04415998680174771,1
2025-05-15,2.552660064054796,-0.013756527809605568,2.4535911587070096,2.311896638008083,0.04415998680174771,69.71612119114701,2025-05-15,0.0,0.044033077432974334,1
2025-05-16,2.3780203600308965,-0.06841479070522671,2.462043062317432,2.3235903407078142,0.044033077432974334,55.39507375656867,2025-05-16,0.0,0.037735024238675745,1
2025-05-17,2.387491166631724,0.003982643193477298,2.4684554880386083,2.3363456350790455,0.037735024238675745,55.923852345030895,2025-05-17,0.0,0.03759920819155225,1
2025-05-18,2.352615765613394,-0.014607551854330825,2.4523268843188015,2.348053378664905,0.03759920819155225,53.4128135850184,2025-05-18,0.0,0.021231042872960737,0
2025-05-19,2.4178990437197814,0.02774923090314574,2.459666956181992,2.3666131419066505,0.021231042872960737,57.279672579254274,2025-05-19,0.0,0.024660989592444008,1
2025-05-20,2.3808727609208282,-0.015313411407777644,2.4368321104136137,2.3840210719070436,0.024660989592444008,54.51586620744185,2025-05-20,0.0,0.023526395742722667,1
2025-05-21,2.356578233921423,-0.010204042567150462,2.4037339135561204,2.398394747358868,0.023526395742722667,52.718433655147145,2025-05-21,0.0,0.01888833210513797,0
2025-05-22,2.4028996266349396,0.01965620833068482,2.382339565353284,2.4179653620301464,0.01888833210513797,55.716423894088834,2025-05-22,0.0,0.015312897082063629,0
2025-05-23,2.4284164339274192,0.010619173189607478,2.389539004481359,2.4257910333993955,0.015312897082063629,57.321789551972785,2025-05-23,0.0,0.039720202057211745,1
2025-05-24,2.2991928362328755,-0.053213112829068376,2.376924957281523,2.4226902226600657,0.039720202057211745,47.859438432403216,2025-05-24,0.0,0.03793880515875492,1
2025-05-25,2.3319094660057416,0.0142296153925352,2.37396691448043,2.413146899399616,0.03793880515875492,50.10511278553129,2025-05-25,0.0,0.036286896746745866,1
2025-05-26,2.3405861862412927,0.0037208649658313497,2.3629222205549314,2.411294588368462,0.036286896746745866,50.71141498527125,2025-05-26,0.0,0.014158824241458786,0
2025-05-27,2.3082922649115565,-0.013797364745451457,2.352553578267892,2.394692844340753,0.014158824241458786,48.35617631797602,2025-05-27,0.0,0.010344836128128898,0
2025-05-28,2.3186677687774426,0.004494883088941748,2.347137797533038,2.3754358555445796,0.010344836128128898,49.17294159582023,2025-05-28,0.0,0.012341575539503049,0
2025-05-29,2.2746048552552507,-0.01900354769041568,2.328809973050226,2.355574769201755,0.012341575539503049,45.856100294313116,2025-05-29,0.0,0.01190448841545833,0
